id,additional_description,ga_attributes
5876874,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876875,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876876,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876877,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876986,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876987,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876988,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876989,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876990,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876991,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876992,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876993,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876994,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876734,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876735,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876736,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876737,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876738,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876739,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876740,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876741,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876742,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876878,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876879,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876880,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876881,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876882,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876883,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876884,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876885,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876886,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877004,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877005,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877006,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877007,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877008,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877009,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877010,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877011,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877012,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876743,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876744,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876745,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876746,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876747,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876748,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876749,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876750,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876751,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876887,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876888,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876889,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876890,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876891,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876892,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876893,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876894,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876895,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877022,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877023,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877024,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877025,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877026,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877027,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877028,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877029,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5877030,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876752,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876753,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876754,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876755,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876756,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876757,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876758,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876759,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876760,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876896,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876897,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876898,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876899,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876900,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876901,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876902,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876903,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876904,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876761,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876762,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876763,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876764,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876765,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876766,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876767,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876768,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876769,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876905,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876906,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876907,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876908,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876909,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876910,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876911,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876912,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876913,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876770,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876771,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876772,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876773,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876774,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876775,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876776,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876777,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876778,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876914,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876915,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876916,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
5876917,"<p>Martin Elite Series Drum Pulleys feature true-turbine profile end plates that distribute stress more evenly, unlike competitors dual tapered radius end plates, resulting in reduced stress in the hub region and the reduced likelihood of end disc failure</p>",purchase-dimension7:new-additional-description-dima-April2020
