ID,additional_description
5977068,"<div class=""product-description"">Industrial Control Transformer 208,230,460 Primary Volts -115 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977069,"<div class=""product-description"">Industrial Control Transformer 208,230,460 Primary Volts -115 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977070,"<div class=""product-description"">Industrial Control Transformer 208,230,460 Primary Volts -115 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977071,"<div class=""product-description"">Industrial Control Transformer 208/277 Primary Volts - 120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977072,"<div class=""product-description"">Industrial Control Transformer 208/277 Primary Volts - 120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977073,"<div class=""product-description"">Industrial Control Transformer 208/277 Primary Volts - 120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977074,"<div class=""product-description"">Industrial Control Transformer 208/277 Primary Volts - 120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977075,"<div class=""product-description"">Industrial Control Transformer 208/277 Primary Volts - 120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977076,"<div class=""product-description"">Industrial Control Transformer 208/277 Primary Volts - 120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977077,"<div class=""product-description"">Industrial Control Transformer 208/277 Primary Volts - 120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977078,"<div class=""product-description"">Industrial Control Transformer 208/277 Primary Volts - 120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977047,"<div class=""product-description"">Industrial Control Transformer 200,208/220,230,240/440,460,480 Primary Volts -23,24,25/110,115,120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977048,"<div class=""product-description"">Industrial Control Transformer 200,208/220,230,240/440,460,480 Primary Volts -23,24,25/110,115,120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977049,"<div class=""product-description"">Industrial Control Transformer 200,208/220,230,240/440,460,480 Primary Volts -23,24,25/110,115,120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977050,"<div class=""product-description"">Industrial Control Transformer 200,208/220,230,240/440,460,480 Primary Volts -23,24,25/110,115,120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977022,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977023,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977024,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977025,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977026,"<div class=""product-description"">Industrial Control Transformer 380/400/415 Primary Volts -110X220 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977027,"<div class=""product-description"">Industrial Control Transformer - 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977028,"<div class=""product-description"">Industrial Control Transformer - 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977029,"<div class=""product-description"">Industrial Control Transformer - 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977030,"<div class=""product-description"">Industrial Control Transformer - 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977031,"<div class=""product-description"">Industrial Control Transformer - 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977032,"<div class=""product-description"">Industrial Control Transformer - 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977033,"<div class=""product-description"">Industrial Control Transformer - 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977034,"<div class=""product-description"">Industrial Control Transformer - 550/575/600 Primary Volts -110/115/120 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977035,"<div class=""product-description"">ICT 1KVA 550/575/600 -110/115/120</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li></ul></div>"
5977036,"<div class=""product-description"">Industrial Control Transformer 120X240 Primary Volts -24 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977037,"<div class=""product-description"">Industrial Control Transformer 120X240 Primary Volts -24 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977038,"<div class=""product-description"">Industrial Control Transformer 120X240 Primary Volts -24 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977039,"<div class=""product-description"">Industrial Control Transformer 120X240 Primary Volts -24 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977040,"<div class=""product-description"">Industrial Control Transformer 120X240 Primary Volts -24 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977041,"<div class=""product-description"">Industrial Control Transformer 120X240 Primary Volts -24 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
5977042,"<div class=""product-description"">Industrial Control Transformer 120X240 Primary Volts -24 Secondary Volts</div><div class=""product-features""> <ul><li>Encapsulated design protects core &amp; coil assembly from potentially damaging contaminants</li><li>Constructed with high quality silicon steel lamination to minimize core losses and increase efficiency</li><li>Integrally molded terminal blocks with isolation barriers to prevent arc over</li><li>Fuse blocks kits available and easily adaptable</li><li>Series-parallel connecting links save wiring and labor costs</li><li>Terminal blocks allow full access for ring terminals for easy installation even with solid strand conductors</li><li>Copper windings on all groups</li><li>Heavy gauge steel mounting plate adapts to various mounting dimensions</li><li>Voltage regulation exceeds NEMA requirements</li><li>UL, and cUL Listed</li><li>Meets or exceeds UL, CSA, NEMA, ANSI and OSHA Standards</li><li>Twenty year limited warranty</li></ul></div>"
