ID</li></ul>,ADDITIONAL_DESCRIPTION</li></ul>
2785487</li></ul>,"<p>Specifications</p><ul><li>Coupling Size for Drawing References:31</li><li>Inertia (Wk2) (lb-in²):1.220</li><li>Material Map:servo</li><li>Max. Cont. Peak Torque (Nm):28.2</li><li>Max. Peak Torque (Nm):40.8</li><li>Maximum Shaft Misalignments Angular (deg):1.500</li><li>Maximum Speed (RPM):5,000</li><li>Product Name:Single Disc Control Flex Couplings</li><li>Torsional Stiffness (Nm/Rad):4,300</li><li>Torsional Stiffness (in-lb/deg):75</li><li>Torsional Stiffness (in-oz/minute):20.00</li></ul>"
2785488</li></ul>,"<p>Specifications</p><ul><li>Coupling Size for Drawing References:45</li><li>Inertia (Wk2) (lb-in²):2.620</li><li>Material Map:always</li><li>Max. Cont. Peak Torque (Nm):96.0</li><li>Max. Peak Torque (Nm):137.6</li><li>Maximum Shaft Misalignments Angular (deg):1.500</li><li>Maximum Speed (RPM):4,200</li><li>Product Name:Bolted Style Control Flex Couplings</li><li>Torsional Stiffness (Nm/Rad):14,950</li><li>Torsional Stiffness (in-lb/deg):261</li></ul>"
2785489</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):222</li><li>Overhung Load Capacity (Shaft 2&3) (N):147</li><li>Product Name:Counter-Rotating Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):356</li></ul>
2785490</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):222</li><li>Overhung Load Capacity (Shaft 2&3) (N):151</li><li>Product Name:Counter-Rotating Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):356</li></ul>
2785491</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):222</li><li>Overhung Load Capacity (Shaft 2&3) (N):222</li><li>Product Name:Two-Way Right Angle Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):445</li></ul>
2785492</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):222</li><li>Overhung Load Capacity (Shaft 2&3) (N):222</li><li>Product Name:Three-Way Right Angle Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):445</li></ul>
2785493</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):222</li><li>Overhung Load Capacity (Shaft 2&3) (N):222</li><li>Product Name:Two-Way Right Angle Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):445</li></ul>
2785494</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):222</li><li>Overhung Load Capacity (Shaft 2&3) (N):222</li><li>Product Name:Three-Way Right Angle Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):445</li></ul>
2785498</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.166</li><li>Overhung Load Capacity (Shaft 1) (N):111</li><li>Overhung Load Capacity (Shaft 2&3) (N):71</li><li>Product Name:Counter-Rotating Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):178</li></ul>
2785499</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.166</li><li>Overhung Load Capacity (Shaft 1) (N):111</li><li>Overhung Load Capacity (Shaft 2&3) (N):111</li><li>Product Name:Two-Way Right Angle Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):222</li></ul>
2785500</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.166</li><li>Overhung Load Capacity (Shaft 1) (N):111</li><li>Overhung Load Capacity (Shaft 2&3) (N):111</li><li>Product Name:Three-Way Right Angle Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):222</li></ul>
2785501</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.166</li><li>Overhung Load Capacity (Shaft 1) (N):111</li><li>Overhung Load Capacity (Shaft 2&3) (N):111</li><li>Product Name:Two-Way Right Angle Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):222</li></ul>
2785502</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.166</li><li>Overhung Load Capacity (Shaft 1) (N):111</li><li>Overhung Load Capacity (Shaft 2&3) (N):111</li><li>Product Name:Three-Way Right Angle Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):222</li></ul>
2785505</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):156</li><li>Overhung Load Capacity (Shaft 2&3) (N):107</li><li>Product Name:Counter-Rotating Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):249</li></ul>
2785506</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):156</li><li>Overhung Load Capacity (Shaft 2&3) (N):107</li><li>Product Name:Counter-Rotating Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):249</li></ul>
2785507</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):156</li><li>Overhung Load Capacity (Shaft 2&3) (N):156</li><li>Product Name:Two-Way Right Angle Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):311</li></ul>
2785508</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):156</li><li>Overhung Load Capacity (Shaft 2&3) (N):156</li><li>Product Name:Three-Way Right Angle Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):311</li></ul>
2785509</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):156</li><li>Overhung Load Capacity (Shaft 2&3) (N):156</li><li>Product Name:Two-Way Right Angle Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):311</li></ul>
2785510</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.265</li><li>Overhung Load Capacity (Shaft 1) (N):156</li><li>Overhung Load Capacity (Shaft 2&3) (N):156</li><li>Product Name:Three-Way Right Angle Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):311</li></ul>
2785515</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.328</li><li>Overhung Load Capacity (Shaft 1) (N):445</li><li>Overhung Load Capacity (Shaft 2&3) (N):445</li><li>Product Name:Two-Way Right Angle Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):890</li></ul>
2785516</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.328</li><li>Overhung Load Capacity (Shaft 1) (N):445</li><li>Overhung Load Capacity (Shaft 2&3) (N):445</li><li>Product Name:Three-Way Right Angle Gearbox</li><li>Ratio:2</li><li>Thrust Load Capacity (All Shaft) (N):890</li></ul>
2785517</li></ul>,<p>Specifications</p><ul><li>J (Diameter) (in):0.328</li><li>Overhung Load Capacity (Shaft 1) (N):445</li><li>Overhung Load Capacity (Shaft 2&3) (N):445</li><li>Product Name:Two-Way Right Angle Gearbox</li><li>Ratio:1</li><li>Thrust Load Capacity (All Shaft) (N):890</li></ul>
2785442</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):402.2</li><li>Maximum Speed (RPM):5,100</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):804.5</li><li>Product Name:Double QD Bushing Hubs</li><li>QD Bushing Type:SD</li><li>Torsional Stiffness (Nm/Rad):82,109</li><li>Torsional Stiffness (in-lb/deg):12,682</li></ul>"
2785444</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At 1/2 Max Bore (lb-in²):46.20</li><li>Clamped Hub Unit inertia At Max Bore (lb-in²):58.20</li><li>Continuous Rated Torque (Nm):717.5</li><li>Coupling Size for Drawing References:60</li><li>Material Map:aluminum</li><li>Maximum Speed Clamp Style Hub (RPM):4,400</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):1,434.9</li><li>Product Name:Double Clamp Aluminum Hubs</li><li>Torsional Stiffness (Nm/Rad):130,763</li><li>Torsional Stiffness (in-lb/deg):20,196</li></ul>"
2785445</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):717.5</li><li>Coupling Size for Drawing References:60</li><li>Material Map:steel</li><li>Maximum Speed Clamp Style Hub (RPM):4,400</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):1,434.9</li><li>Product Name:Double QD Bushing Hubs</li></ul>"
2785446</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):717.5</li><li>Maximum Speed (RPM):4,600</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):1,434.9</li><li>Product Name:Double QD Bushing Hubs</li><li>QD Bushing Type:SD</li><li>Torsional Stiffness (Nm/Rad):130,763</li><li>Torsional Stiffness (in-lb/deg):20,196</li></ul>"
2785448</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):1,163.7</li><li>Coupling Size for Drawing References:67</li><li>Material Map:steel</li><li>Maximum Speed Clamp Style Hub (RPM):4,100</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):2,327.5</li><li>Product Name:Double QD Bushing Hubs</li></ul>"
2785449</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):1,163.7</li><li>Maximum Speed (RPM):4,300</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):2,327.5</li><li>Product Name:Double QD Bushing Hubs</li><li>QD Bushing Type:SK</li><li>Torsional Stiffness (Nm/Rad):195,265</li><li>Torsional Stiffness (in-lb/deg):30,159</li></ul>"
2785452</li></ul>,<p>Specifications</p><ul><li>Input Bore - Keyway:1.000 - 1/4 x 1/8</li><li>Output Shaft - Keyway:1.500 - 3/8 x 3/16</li><li>Product Name:Model 800 SAE C Mount Overhung Load Adaptors</li></ul>
2785453</li></ul>,<p>Specifications</p><ul><li>Input Bore - Keyway:1.250 - 5/16 x 5/16</li><li>Output Shaft - Keyway:1.500 - 3/8 x 3/16</li><li>Product Name:Model 800 SAE C Mount Overhung Load Adaptors</li></ul>
2785454</li></ul>,<p>Specifications</p><ul><li>Input Bore - Keyway:14 Tooth 12/24 Spline</li><li>Output Shaft - Keyway:1.500 - 3/8 x 3/16</li><li>Product Name:Model 900 SAE C Mount Overhung Load Adaptors</li></ul>
2785455</li></ul>,<p>Specifications</p><ul><li>Input Bore - Keyway:17 Tooth 12/24 Spline</li><li>Output Shaft - Keyway:1.500 - 3/8 x 3/16</li><li>Product Name:Model 900 SAE C Mount Overhung Load Adaptors</li></ul>
2785456</li></ul>,<p>Specifications</p><ul><li>Input Bore - Keyway:1.500 - 3/8 x 3/16</li><li>Output Shaft - Keyway:1.500 - 3/8 x 3/16</li><li>Product Name:Model 900 SAE C Mount Overhung Load Adaptors</li></ul>
2785457</li></ul>,<p>Specifications</p><ul><li>Input Bore - Keyway:1.750 - 7/16 x 7/32</li><li>Output Shaft - Keyway:1.500 - 3/8 x 3/16</li><li>Product Name:Model 900 SAE C Mount Overhung Load Adaptors</li></ul>
2785458</li></ul>,<p>Specifications</p><ul><li>Input Bore - Keyway:14 Tooth 12/24 Spline</li><li>Output Shaft - Keyway:1.750 - 7/16 x 7/32</li><li>Product Name:Model 900 SAE C Mount Overhung Load Adaptors</li></ul>
2785459</li></ul>,<p>Specifications</p><ul><li>Input Bore - Keyway:17 Tooth 12/24 Spline</li><li>Output Shaft - Keyway:1.750 - 7/16 x 7/32</li><li>Product Name:Model 900 SAE C Mount Overhung Load Adaptors</li></ul>
2785461</li></ul>,<p>Specifications</p><ul><li>Input Bore - Keyway:1.500 - 3/8 x 3/16</li><li>Output Shaft - Keyway:1.750 - 7/16 x 7/32</li><li>Product Name:Model 900 SAE C Mount Overhung Load Adaptors</li></ul>
2785462</li></ul>,<p>Specifications</p><ul><li>Input Bore - Keyway:1.750 - 7/16 x 7/32</li><li>Output Shaft - Keyway:1.750 - 7/16 x 7/32</li><li>Product Name:Model 900 SAE C Mount Overhung Load Adaptors</li></ul>
2785469</li></ul>,<p>Specifications</p><ul><li>G:2 1/8 Dia. B/C</li><li>H:(3) 1/4-20 x 1/2</li><li>Minimum Sprocket Size for Chain Size 100:10</li><li>Minimum Sprocket Size for Chain Size 120:9</li><li>Minimum Sprocket Size for Chain Size 25:35</li><li>Minimum Sprocket Size for Chain Size 35:25</li><li>Minimum Sprocket Size for Chain Size 40:19</li><li>Minimum Sprocket Size for Chain Size 41:20</li><li>Minimum Sprocket Size for Chain Size 50:16</li><li>Minimum Sprocket Size for Chain Size 60:14</li><li>Minimum Sprocket Size for Chain Size 80:12</li><li>Product Name:Phas-Lok for Browning Bushings</li></ul>
2785480</li></ul>,<p>Specifications</p><ul><li>G:2 7/8 Dia. B/C</li><li>H:(3) 3/8-16 x 1/2</li><li>Minimum Sprocket Size for Chain Size 100:12</li><li>Minimum Sprocket Size for Chain Size 120:11</li><li>Minimum Sprocket Size for Chain Size 25:52</li><li>Minimum Sprocket Size for Chain Size 35:32</li><li>Minimum Sprocket Size for Chain Size 40:24</li><li>Minimum Sprocket Size for Chain Size 41:24</li><li>Minimum Sprocket Size for Chain Size 50:21</li><li>Minimum Sprocket Size for Chain Size 60:18</li><li>Minimum Sprocket Size for Chain Size 80:14</li><li>Product Name:Phas-Lok for QD Bushings</li></ul>
2785481</li></ul>,<p>Specifications</p><ul><li>G:2 7/8 Dia. B/C</li><li>H:(3) 3/8-16 x 1/2</li><li>Minimum Sprocket Size for Chain Size 100:12</li><li>Minimum Sprocket Size for Chain Size 120:11</li><li>Minimum Sprocket Size for Chain Size 25:52</li><li>Minimum Sprocket Size for Chain Size 35:32</li><li>Minimum Sprocket Size for Chain Size 40:24</li><li>Minimum Sprocket Size for Chain Size 41:24</li><li>Minimum Sprocket Size for Chain Size 50:21</li><li>Minimum Sprocket Size for Chain Size 60:18</li><li>Minimum Sprocket Size for Chain Size 80:14</li><li>Product Name:Phas-Lok for Browning Bushings</li></ul>
2785482</li></ul>,"<p>Specifications</p><ul><li>Coupling Size for Drawing References:8</li><li>Inertia (Wk2) (lb-in²):0.001</li><li>Material Map:servo</li><li>Max. Cont. Peak Torque (Nm):0.5</li><li>Max. Peak Torque (Nm):0.7</li><li>Maximum Shaft Misalignments Angular (deg):1.500</li><li>Maximum Speed (RPM):12,000</li><li>Product Name:Single Disc Control Flex Couplings</li><li>Torsional Stiffness (Nm/Rad):130</li><li>Torsional Stiffness (in-lb/deg):2</li><li>Torsional Stiffness (in-oz/minute):0.61</li></ul>"
2785483</li></ul>,"<p>Specifications</p><ul><li>Coupling Size for Drawing References:11</li><li>Inertia (Wk2) (lb-in²):0.008</li><li>Material Map:servo</li><li>Max. Cont. Peak Torque (Nm):1.0</li><li>Max. Peak Torque (Nm):1.5</li><li>Maximum Shaft Misalignments Angular (deg):1.500</li><li>Maximum Speed (RPM):11,000</li><li>Product Name:Single Disc Control Flex Couplings</li><li>Torsional Stiffness (Nm/Rad):285</li><li>Torsional Stiffness (in-lb/deg):5</li><li>Torsional Stiffness (in-oz/minute):1.33</li></ul>"
2785484</li></ul>,"<p>Specifications</p><ul><li>Coupling Size for Drawing References:16</li><li>Inertia (Wk2) (lb-in²):0.038</li><li>Material Map:servo</li><li>Max. Cont. Peak Torque (Nm):3.5</li><li>Max. Peak Torque (Nm):5.1</li><li>Maximum Shaft Misalignments Angular (deg):1.500</li><li>Maximum Speed (RPM):8,000</li><li>Product Name:Single Disc Control Flex Couplings</li><li>Torsional Stiffness (Nm/Rad):930</li><li>Torsional Stiffness (in-lb/deg):16</li><li>Torsional Stiffness (in-oz/minute):4.35</li></ul>"
2785391</li></ul>,"<p>Specifications</p><ul><li>A Hub Unit inertia At Max Bore (lb-in²):5.60</li><li>Continuous Rated Torque (Nm):180.8</li><li>Coupling Size for Drawing References:37</li><li>Material Map:always</li><li>Maximum Speed A & B Hub (RPM):7,400</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):361.6</li><li>Product Name:Single Set Screw Stainless Steel Hubs</li><li>Torsional Stiffness (Nm/Rad):67,167</li><li>Torsional Stiffness (in-lb/deg):10,374</li></ul>"
2785393</li></ul>,"<p>Specifications</p><ul><li>Continuous Torque (Nm):282</li><li>Coupling Size for Drawing References:45</li><li>D (Bolt):M16</li><li>D Torque (Nm):245.00</li><li>Material Map:a1c</li><li>Maximum Misalignments Angular (deg):2.0</li><li>Maximum Speed (RPM):6,700</li><li>Peak Torque (Nm):564</li><li>Product Name:Single Clamp Aluminum A1C Hubs</li><li>Torsional Stiffness (Nm/Rad):123,909</li><li>Torsional Stiffness (in-lb/deg):19,138</li></ul>"
2785394</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At 1/2 Max Bore (lb-in²):7.26</li><li>Clamped Hub Unit inertia At Max Bore (lb-in²):10.00</li><li>Continuous Rated Torque (Nm):282.5</li><li>Coupling Size for Drawing References:45</li><li>Material Map:aluminum</li><li>Maximum Speed Clamp Style Hub (RPM):6,700</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):564.9</li><li>Product Name:Single Clamp Aluminum Hubs</li><li>Torsional Stiffness (Nm/Rad):123,909</li><li>Torsional Stiffness (in-lb/deg):19,138</li></ul>"
2785396</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At Max Bore (lb-in²):18.00</li><li>Continuous Rated Torque (Nm):282.5</li><li>Coupling Size for Drawing References:45</li><li>Material Map:stainless steel</li><li>Maximum Speed Clamp Style Hub (RPM):5,600</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):564.9</li><li>Product Name:Single Clamp Stainless Steel Hubs</li><li>Torsional Stiffness (Nm/Rad):123,909</li><li>Torsional Stiffness (in-lb/deg):19,138</li></ul>"
2785397</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):282.5</li><li>Maximum Speed (RPM):6,100</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):564.9</li><li>Product Name:Single QD Bushing Hubs</li><li>QD Bushing Type:SH</li><li>Torsional Stiffness (Nm/Rad):123,909</li><li>Torsional Stiffness (in-lb/deg):19,138</li></ul>"
2785398</li></ul>,"<p>Specifications</p><ul><li>A Hub Unit inertia At Max Bore (lb-in²):14.60</li><li>Continuous Rated Torque (Nm):282.5</li><li>Coupling Size for Drawing References:45</li><li>Material Map:always</li><li>Maximum Speed A & B Hub (RPM):6,100</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):564.9</li><li>Product Name:Single Set Screw Stainless Steel Hubs</li><li>Torsional Stiffness (Nm/Rad):123,909</li><li>Torsional Stiffness (in-lb/deg):19,138</li></ul>"
2785400</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At 1/2 Max Bore (lb-in²):14.80</li><li>Clamped Hub Unit inertia At Max Bore (lb-in²):18.90</li><li>Continuous Rated Torque (Nm):402.2</li><li>Coupling Size for Drawing References:52</li><li>Material Map:aluminum</li><li>Maximum Speed Clamp Style Hub (RPM):5,800</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):804.5</li><li>Product Name:Single Clamp Aluminum Hubs</li><li>Torsional Stiffness (Nm/Rad):168,656</li><li>Torsional Stiffness (in-lb/deg):26,049</li></ul>"
2785402</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At Max Bore (lb-in²):38.90</li><li>Continuous Rated Torque (Nm):402.2</li><li>Coupling Size for Drawing References:52</li><li>Material Map:stainless steel</li><li>Maximum Speed Clamp Style Hub (RPM):4,800</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):804.5</li><li>Product Name:Single Clamp Stainless Steel Hubs</li><li>Torsional Stiffness (Nm/Rad):168,656</li><li>Torsional Stiffness (in-lb/deg):26,049</li></ul>"
2785403</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):402.2</li><li>Maximum Speed (RPM):5,200</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):804.5</li><li>Product Name:Single QD Bushing Hubs</li><li>QD Bushing Type:SD</li><li>Torsional Stiffness (Nm/Rad):168,656</li><li>Torsional Stiffness (in-lb/deg):26,049</li></ul>"
2785404</li></ul>,"<p>Specifications</p><ul><li>A Hub Unit inertia At Max Bore (lb-in²):32.40</li><li>Continuous Rated Torque (Nm):402.2</li><li>Coupling Size for Drawing References:52</li><li>Material Map:always</li><li>Maximum Speed A & B Hub (RPM):5,200</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):804.5</li><li>Product Name:Single Set Screw Stainless Steel Hubs</li><li>Torsional Stiffness (Nm/Rad):168,656</li><li>Torsional Stiffness (in-lb/deg):26,049</li></ul>"
2785406</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At 1/2 Max Bore (lb-in²):28.30</li><li>Clamped Hub Unit inertia At Max Bore (lb-in²):40.30</li><li>Continuous Rated Torque (Nm):717.5</li><li>Coupling Size for Drawing References:60</li><li>Material Map:aluminum</li><li>Maximum Speed Clamp Style Hub (RPM):5,200</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):1,434.9</li><li>Product Name:Single Clamp Aluminum Hubs</li><li>Torsional Stiffness (Nm/Rad):268,595</li><li>Torsional Stiffness (in-lb/deg):41,485</li></ul>"
2785407</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At Max Bore (lb-in²):116.40</li><li>Continuous Rated Torque (Nm):717.5</li><li>Coupling Size for Drawing References:60</li><li>Material Map:steel</li><li>Maximum Speed Clamp Style Hub (RPM):4,400</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):1,434.9</li><li>Product Name:Single Clamp Steel Hubs</li><li>Torsional Stiffness (Nm/Rad):268,595</li><li>Torsional Stiffness (in-lb/deg):41,485</li></ul>"
2785408</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):717.5</li><li>Maximum Speed (RPM):4,600</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):1,434.9</li><li>Product Name:Single QD Bushing Hubs</li><li>QD Bushing Type:SD</li><li>Torsional Stiffness (Nm/Rad):268,595</li><li>Torsional Stiffness (in-lb/deg):41,485</li></ul>"
2785410</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At Max Bore (lb-in²):205.00</li><li>Continuous Rated Torque (Nm):1,163.7</li><li>Coupling Size for Drawing References:67</li><li>Material Map:steel</li><li>Maximum Speed Clamp Style Hub (RPM):4,100</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):2,327.5</li><li>Product Name:Single Clamp Steel Hubs</li><li>Torsional Stiffness (Nm/Rad):401,084</li><li>Torsional Stiffness (in-lb/deg):61,948</li></ul>"
2785411</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):1,163.7</li><li>Maximum Speed (RPM):4,300</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):2,327.5</li><li>Product Name:Single QD Bushing Hubs</li><li>QD Bushing Type:SK</li><li>Torsional Stiffness (Nm/Rad):401,084</li><li>Torsional Stiffness (in-lb/deg):61,948</li></ul>"
2785413</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):1,762.6</li><li>Maximum Speed (RPM):3,900</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):1,491.4</li><li>Product Name:Single QD Bushing Hubs</li><li>QD Bushing Type:SF</li><li>Torsional Stiffness (Nm/Rad):609,303</li><li>Torsional Stiffness (in-lb/deg):94,107</li></ul>"
2785415</li></ul>,"<p>Specifications</p><ul><li>Continuous Torque (Nm):20</li><li>Coupling Size for Drawing References:18</li><li>D (Bolt):M6</li><li>D Torque (Nm):13.00</li><li>Material Map:a1c</li><li>Maximum Misalignments Angular (deg):2.0</li><li>Maximum Speed (RPM):15,000</li><li>Peak Torque (Nm):40</li><li>Product Name:Double Clamp Aluminum A1C Hubs</li><li>Torsional Stiffness (Nm/Rad):5,500</li><li>Torsional Stiffness (in-lb/deg):850</li></ul>"
2785417</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):20.3</li><li>Coupling Size for Drawing References:18</li><li>Material Map:steel</li><li>Maximum Speed Clamp Style Hub (RPM):12,000</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):40.7</li><li>Product Name:Double QD Bushing Hubs</li></ul>"
2785419</li></ul>,"<p>Specifications</p><ul><li>Continuous Torque (Nm):30</li><li>Coupling Size for Drawing References:22</li><li>D (Bolt):M6</li><li>D Torque (Nm):13.00</li><li>Material Map:a1c</li><li>Maximum Misalignments Angular (deg):2.0</li><li>Maximum Speed (RPM):13,500</li><li>Peak Torque (Nm):60</li><li>Product Name:Double Clamp Aluminum A1C Hubs</li><li>Torsional Stiffness (Nm/Rad):8,482</li><li>Torsional Stiffness (in-lb/deg):1,310</li></ul>"
2785420</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At 1/2 Max Bore (lb-in²):0.48</li><li>Clamped Hub Unit inertia At Max Bore (lb-in²):0.66</li><li>Continuous Rated Torque (Nm):30.5</li><li>Coupling Size for Drawing References:22</li><li>Material Map:aluminum</li><li>Maximum Speed Clamp Style Hub (RPM):11,000</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):61.0</li><li>Product Name:Double Clamp Aluminum Hubs</li><li>Torsional Stiffness (Nm/Rad):8,482</li><li>Torsional Stiffness (in-lb/deg):1,310</li></ul>"
2785421</li></ul>,"<p>Specifications</p><ul><li>Continuous Rated Torque (Nm):30.5</li><li>Coupling Size for Drawing References:22</li><li>Material Map:steel</li><li>Maximum Speed Clamp Style Hub (RPM):11,000</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):61.0</li><li>Product Name:Double QD Bushing Hubs</li></ul>"
2785423</li></ul>,"<p>Specifications</p><ul><li>Continuous Torque (Nm):53</li><li>Coupling Size for Drawing References:26</li><li>D (Bolt):M8</li><li>D Torque (Nm):32.00</li><li>Material Map:a1c</li><li>Maximum Misalignments Angular (deg):2.0</li><li>Maximum Speed (RPM):11,500</li><li>Peak Torque (Nm):106</li><li>Product Name:Double Clamp Aluminum A1C Hubs</li><li>Torsional Stiffness (Nm/Rad):9,712</li><li>Torsional Stiffness (in-lb/deg):1,500</li></ul>"
2785424</li></ul>,"<p>Specifications</p><ul><li>Clamped Hub Unit inertia At 1/2 Max Bore (lb-in²):0.70</li><li>Clamped Hub Unit inertia At Max Bore (lb-in²):0.93</li><li>Continuous Rated Torque (Nm):53.7</li><li>Coupling Size for Drawing References:26</li><li>Material Map:aluminum</li><li>Maximum Speed Clamp Style Hub (RPM):9,500</li><li>Misalignments Angular (deg):3</li><li>Peak Rated Torque (Nm):107.3</li><li>Product Name:Double Clamp Aluminum Hubs</li><li>Torsional Stiffness (Nm/Rad):9,712</li><li>Torsional Stiffness (in-lb/deg):1,500</li></ul>"
