edit-name,doc-id,product-code,specifications
EN152,13499,77851,Belt Width (in.):96|2400:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Blade Configuration:Dual Cartridge|Impact Resistant Tungsten Carbide C-Tips (works with mechanical fasteners):Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|Tips Required:16|CEMA Rating:Class 5|Horizontal Clearance Required (in.):4-1/2|Horizontal Clearance Required (mm):114|Maximum Belt Speed (FPM):1000|5:Choose_Maximum_Belt_Speed_FPM|Choose_Maximum_Belt_Speed_Msec:Maximum Belt Speed (M/sec)|Maximum Conveyor Span (in.):144|Maximum Conveyor Span (mm):3600|Pole Diameter (in.):2-7/8|Pole Diameter (mm):73|Pole Length (in.):156|Pole Length (mm):3900|Temperature Range (C):-35° to 82°|-30° to 180°:Choose_Temperature_Range_C|Choose_Temperature_Range_F:Temperature Range (F)|Tensioner:Dual CST Spring Tensioners|88:Choose_Tensioner|9:Usable Blade Wear Length (in.)|12-1/2:Usable Blade Wear Length (mm)|318:Vertical Clearance Required (in.)|172.9:Vertical Clearance Required (mm)|381.1:Weight (kg)|Weight (lbs)
EN165,13500,77864,Belt Width (in.):96|2400:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Blade Configuration:Dual Cartridge|Tungsten Carbide V-Tips (for vulcanized belts only):Choose_Blade_Configuration|Choose_Blade_Material:Blade Material|Tips Required:16|CEMA Rating:Class 5|Horizontal Clearance Required (in.):4-1/2|Horizontal Clearance Required (mm):114|Maximum Belt Speed (FPM):1200|6:Choose_Maximum_Belt_Speed_FPM|Choose_Maximum_Belt_Speed_Msec:Maximum Belt Speed (M/sec)|Maximum Conveyor Span (in.):144|Maximum Conveyor Span (mm):3600|Pole Diameter (in.):2-7/8|Pole Diameter (mm):73|Pole Length (in.):156|Pole Length (mm):3900|Temperature Range (C):-35° to 82°|-30° to 180°:Choose_Temperature_Range_C|Choose_Temperature_Range_F:Temperature Range (F)|Tensioner:Dual CST Spring Tensioners|88:Choose_Tensioner|9:Usable Blade Wear Length (in.)|12-1/2:Usable Blade Wear Length (mm)|318:Vertical Clearance Required (in.)|172.9:Vertical Clearance Required (mm)|381.1:Weight (kg)|Weight (lbs)
EN176,13545,77929,Blade Material:C-Tips|24:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):600|13.3:Choose_Belt_Width_mm|29.4:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN167,13549,38131,Belt Width (in.):26|650:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Cable|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN168,13550,38132,Belt Width (in.):30|750:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Cable|One pin:Choose_Hinge_Pin_Material|.14:Package Configuration|.3:Weight (kg)|Weight (lbs)
EN169,13553,38133,Belt Width (in.):36|900:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|.25:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Cable|One pin:Choose_Hinge_Pin_Material|.14:Package Configuration|.3:Weight (kg)|Weight (lbs)
EN170,13554,38134,Belt Width (in.):42|1050:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Cable|One pin:Choose_Hinge_Pin_Material|.18:Package Configuration|.4:Weight (kg)|Weight (lbs)
EN171,13555,38135,Belt Width (in.):48|1200:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Cable|One pin:Choose_Hinge_Pin_Material|.18:Package Configuration|.4:Weight (kg)|Weight (lbs)
EN172,13556,38136,Belt Width (in.):54|1350:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|.25:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Cable|One pin:Choose_Hinge_Pin_Material|.23:Package Configuration|.5:Weight (kg)|Weight (lbs)
EN173,13557,38137,Belt Width (in.):60|1500:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|.25:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Cable|One pin:Choose_Hinge_Pin_Material|.23:Package Configuration|.5:Weight (kg)|Weight (lbs)
EN174,13563,38138,Belt Width (in.):72|1800:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|.25:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Cable|One pin:Choose_Hinge_Pin_Material|.27:Package Configuration|.6:Weight (kg)|Weight (lbs)
EN175,13564,41380,Belt Width (in.):30|750:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):17/64|6.75:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.14:Package Configuration|.3:Weight (kg)|Weight (lbs)
EN177,13565,41381,Belt Width (in.):36|900:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):17/64|6.75:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.14:Package Configuration|.3:Weight (kg)|Weight (lbs)
EN178,13566,41382,Belt Width (in.):42|1050:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):17/64|6.75:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.18:Package Configuration|.4:Weight (kg)|Weight (lbs)
EN179,13571,41383,Belt Width (in.):48|1200:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):17/64|6.75:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.18:Package Configuration|.4:Weight (kg)|Weight (lbs)
EN182,13572,41384,Belt Width (in.):54|1350:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):17/64|6.75:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.23:Package Configuration|.5:Weight (kg)|Weight (lbs)
EN183,13573,41385,Belt Width (in.):60|1500:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):17/64|6.75:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.23:Package Configuration|.5:Weight (kg)|Weight (lbs)
EN184,13574,41388,Belt Width (in.):72|1800:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):17/64|6.75:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Bare Armored Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.27:Package Configuration|.6:Weight (kg)|Weight (lbs)
EN185,13575,38108,Belt Width (in.):18|450:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Armored Cable|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN186,13581,38109,Belt Width (in.):24|600:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Armored Cable|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN187,13582,38110,Belt Width (in.):26|650:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|.25:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Armored Cable|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN188,13583,38111,Belt Width (in.):30|750:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Armored Cable|One pin:Choose_Hinge_Pin_Material|.14:Package Configuration|.3:Weight (kg)|Weight (lbs)
EN189,13584,38112,Belt Width (in.):36|900:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Armored Cable|One pin:Choose_Hinge_Pin_Material|.14:Package Configuration|.3:Weight (kg)|Weight (lbs)
EN190,13589,38113,Belt Width (in.):42|1050:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Armored Cable|One pin:Choose_Hinge_Pin_Material|.18:Package Configuration|.4:Weight (kg)|Weight (lbs)
EN191,13590,38114,Belt Width (in.):48|1200:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Armored Cable|One pin:Choose_Hinge_Pin_Material|.18:Package Configuration|.4:Weight (kg)|Weight (lbs)
EN192,13593,38115,Belt Width (in.):54|1350:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Armored Cable|One pin:Choose_Hinge_Pin_Material|.23:Package Configuration|.5:Weight (kg)|Weight (lbs)
EN193,13594,38116,Belt Width (in.):60|1500:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Armored Cable|One pin:Choose_Hinge_Pin_Material|.23:Package Configuration|.5:Weight (kg)|Weight (lbs)
EN194,13595,38117,Belt Width (in.):72|1800:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Armored Cable|One pin:Choose_Hinge_Pin_Material|.27:Package Configuration|.6:Weight (kg)|Weight (lbs)
EN195,13596,38000,Belt Width (in.):12|300:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.05:Package Configuration|.1:Weight (kg)|Weight (lbs)
EN196,13597,38001,Belt Width (in.):14|350:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.05:Package Configuration|.1:Weight (kg)|Weight (lbs)
EN197,13598,38002,Belt Width (in.):16|400:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.05:Package Configuration|.1:Weight (kg)|Weight (lbs)
EN198,13599,38003,Belt Width (in.):18|450:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.05:Package Configuration|.1:Weight (kg)|Weight (lbs)
EN199,13600,38004,Belt Width (in.):20|500:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN200,13601,38005,Belt Width (in.):24|600:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN201,13611,38007,Belt Width (in.):30|750:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN202,13612,38008,Belt Width (in.):36|900:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN203,13613,38009,Belt Width (in.):42|1050:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN204,13614,38010,Belt Width (in.):48|1200:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.14:Package Configuration|.3:Weight (kg)|Weight (lbs)
EN205,13615,38011,Belt Width (in.):54|1350:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.14:Package Configuration|.3:Weight (kg)|Weight (lbs)
EN206,13616,38012,Belt Width (in.):60|1500:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.18:Package Configuration|.4:Weight (kg)|Weight (lbs)
EN207,13617,38013,Belt Width (in.):72|1800:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Steel Cable|One pin:Choose_Hinge_Pin_Material|.18:Package Configuration|.4:Weight (kg)|Weight (lbs)
EN208,13618,38041,Belt Width (in.):24|600:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN209,13619,38043,Belt Width (in.):30|750:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN210,13620,38044,Belt Width (in.):36|900:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|.25:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN211,13631,38045,Belt Width (in.):42|1050:Choose_Belt_Width_in|Choose_Belt_Width_mm:Belt Width (mm)|Hinge Pin Diameter (in.):1/4|6.35:Choose_Hinge_Pin_Diameter_in|Choose_Hinge_Pin_Diameter_mm:Hinge Pin Diameter (mm)|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|One pin:Choose_Hinge_Pin_Material|.09:Package Configuration|.2:Weight (kg)|Weight (lbs)
EN221,13634,77930,Blade Material:C-Tips|30:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):750|15.9:Choose_Belt_Width_mm|35.1:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN222,13635,77931,Blade Material:C-Tips|36:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):900|18.5:Choose_Belt_Width_mm|40.8:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN223,13636,77932,Blade Material:C-Tips|42:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1050|21.1:Choose_Belt_Width_mm|46.5:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN224,13637,77933,Blade Material:C-Tips|48:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1200|23.7:Choose_Belt_Width_mm|52.3:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN225,13638,77934,Blade Material:C-Tips|54:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1350|26.3:Choose_Belt_Width_mm|58.0:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN226,13639,77935,Blade Material:C-Tips|60:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1500|28.9:Choose_Belt_Width_mm|63.8:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN227,13640,77936,Blade Material:C-Tips|72:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1800|34.1:Choose_Belt_Width_mm|75.3:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN228,13641,77945,Blade Material:C-Tips|60:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1500|31.8:Choose_Belt_Width_mm|70.2:Weight (kg)|Dual Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN229,13642,77946,Blade Material:C-Tips|72:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1800|37.0:Choose_Belt_Width_mm|81.6:Weight (kg)|Dual Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN230,13652,77947,Blade Material:C-Tips|84:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):2100|42.2:Choose_Belt_Width_mm|93.1:Weight (kg)|Dual Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN231,13653,77948,Blade Material:C-Tips|96:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):2400|47.4:Choose_Belt_Width_mm|104.5:Weight (kg)|Dual Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN232,13654,77949,Blade Material:C-Tips|120:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):3000|58.0:Choose_Belt_Width_mm|127.7:Weight (kg)|Dual Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN233,13655,77937,Blade Material:V-Tips|24:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):600|13.3:Choose_Belt_Width_mm|29.4:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN234,13656,77938,Blade Material:V-Tips|30:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):750|15.9:Choose_Belt_Width_mm|35.1:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN235,13657,77939,Blade Material:V-Tips|36:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):900|18.5:Choose_Belt_Width_mm|40.8:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN236,13658,77940,Blade Material:V-Tips|42:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1050|21.1:Choose_Belt_Width_mm|46.5:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN237,13659,77941,Blade Material:V-Tips|48:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1200|23.7:Choose_Belt_Width_mm|52.3:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN238,13660,77942,Blade Material:V-Tips|54:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1350|26.3:Choose_Belt_Width_mm|58.0:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN239,13661,77943,Blade Material:V-Tips|60:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1500|28.9:Choose_Belt_Width_mm|63.8:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN240,13672,77944,Blade Material:V-Tips|72:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1800|34.1:Choose_Belt_Width_mm|75.3:Weight (kg)|Single Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN241,13673,77950,Blade Material:V-Tips|60:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1500|31.8:Choose_Belt_Width_mm|70.2:Weight (kg)|Dual Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN242,13674,77951,Blade Material:V-Tips|72:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):1800|37.0:Choose_Belt_Width_mm|81.6:Weight (kg)|Dual Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN243,13675,77952,Blade Material:V-Tips|84:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):2100|42.2:Choose_Belt_Width_mm|93.1:Weight (kg)|Dual Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN244,13676,77953,Blade Material:V-Tips|96:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):2400|47.4:Choose_Belt_Width_mm|104.5:Weight (kg)|Dual Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN245,13677,77954,Blade Material:V-Tips|120:Choose_Blade_Material|Choose_Belt_Width_in:Belt Width (in.)|Belt Width (mm):3000|58.0:Choose_Belt_Width_mm|127.7:Weight (kg)|Dual Cartridge:Weight (lbs)|Choose_Blade_Configuration:Blade Configuration
EN246,13678,SACPL-36/900,Weight (kg):35.0|Weight (lbs):77.1
EN247,13679,SACPL-42/1050,Weight (kg):37.7|Weight (lbs):82.9
EN248,13688,SACPL-48/1200,Weight (kg):40.2|Weight (lbs):88.8
EN249,13689,SACPL-54/1350,Weight (kg):43.0|Weight (lbs):94.6
EN250,13690,SACPL2-60/1500,Weight (kg):35.0|Weight (lbs):77.3
