"ID","DETAIL_ATTRIBUTES"
1315649,"Bearing Size:Bearing 312|Flange Size:D-406|Products Line:W21/W22|Sealing Type:V'Ring"
1315650,"Bearing Size:Bearing 314|Flange Size:D-406|Products Line:W21|Sealing Type:Not Applicable"
1315652,"Bearing Size:Bearing 314|Flange Size:D-508|Products Line:W22 IEEE 841|Sealing Type:Not Applicable"
1315653,"Bearing Size:Bearing 316|Flange Size:D-508|Products Line:W22 IEEE 841|Sealing Type:Not Applicable"
1315655,"Bearing Size:Bearing 314|Flange Size:D-508|Products Line:W22 IEEE 841|Sealing Type:Not Applicable"
1315656,"Bearing Size:Bearing 319|Flange Size:D-508|Products Line:W22 IEEE 841|Sealing Type:Not Applicable"
1315657,"Bearing Size:Bearing 322|Flange Size:D-508|Products Line:W22 IEEE 841|Sealing Type:Not Applicable"
1315660,"Bearing Size:Bearing 314|Flange Size:D-558|Products Line:W22|Sealing Type:Not Applicable"
1315664,"Bearing Size:Bearing 322|Flange Size:D-762|Products Line:W21/W22|Sealing Type:Not Applicable"
1315665,"Bearing Size:Bearing 324|Flange Size:D-762|Products Line:W21/W22|Sealing Type:Not Applicable"
1315670,"Bearing Size:Bearing 308|Flange Size:D-254|Products Line:W22 IEEE 841|Sealing Type:Inpro/Seal"
1315671,"Bearing Size:Bearing 311|Flange Size:D-317|Products Line:W22 IEEE 841|Sealing Type:Inpro/Seal"
1315672,"Bearing Size:Bearing 312|Flange Size:D-406|Products Line:W22 IEEE 841|Sealing Type:Inpro/Seal"
1315677,"Bearing Size:Bearing 205|Flange Size:D-254|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315678,"Bearing Size:Bearing 307|Flange Size:D-254|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315679,"Bearing Size:Bearing 308|Flange Size:D-254|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315680,"Bearing Size:Bearing 309|Flange Size:D-317|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315681,"Bearing Size:Bearing 311|Flange Size:D-317|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315682,"Bearing Size:Bearing 312|Flange Size:D-406|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315687,"Bearing Size:Bearing 201|Flange Size:FF-115|Products Line:W21/W22|Sealing Type:Lip Seal"
1315689,"Bearing Size:Bearing 206|Flange Size:FF-215|Products Line:W21/W22|Sealing Type:V'Ring"
1315690,"Bearing Size:Bearing 206|Flange Size:FF-215|Products Line:W21/W22|Sealing Type:Oil Seal"
1315692,"Bearing Size:Bearing 307|Flange Size:FF-215|Products Line:W21/W22|Sealing Type:V'Ring"
1315695,"Bearing Size:Bearing 308|Flange Size:FF-265|Products Line:W21/W22|Sealing Type:V'Ring"
1315696,"Bearing Size:Bearing 308|Flange Size:FF-265|Products Line:W21/W22|Sealing Type:Oil Seal"
1315697,"Bearing Size:Bearing 309|Flange Size:FF-300|Products Line:W21|Sealing Type:Oil Seal"
1315698,"Bearing Size:Bearing 309|Flange Size:FF-300|Products Line:W22|Sealing Type:Oil Seal"
1315699,"Bearing Size:Bearing 311|Flange Size:FF-300|Products Line:W21/W22|Sealing Type:Oil Seal"
1315700,"Bearing Size:Bearing 312|Flange Size:FF-350|Products Line:W21/W22|Sealing Type:Oil Seal"
1315701,"Bearing Size:Bearing 314|Flange Size:FF-400|Products Line:W21|Sealing Type:Not Applicable"
1315702,"Bearing Size:Bearing 314|Flange Size:FF-400|Products Line:W22|Sealing Type:Not Applicable"
1315703,"Bearing Size:Bearing 314|Flange Size:FF-500|Products Line:W21|Sealing Type:Not Applicable"
1315704,"Bearing Size:Bearing 316|Flange Size:FF-500|Products Line:W21|Sealing Type:Not Applicable"
1315705,"Bearing Size:Bearing 314|Flange Size:FF-600|Products Line:W21|Sealing Type:Not Applicable"
1315706,"Bearing Size:Bearing 314|Flange Size:FF-600|Products Line:W22|Sealing Type:Not Applicable"
1315707,"Bearing Size:Bearing 316|Flange Size:FF-500|Products Line:W21|Sealing Type:Not Applicable"
1315708,"Bearing Size:Bearing 319|Flange Size:FF-600|Products Line:W21|Sealing Type:Not Applicable"
1315709,"Bearing Size:Bearing 319|Flange Size:FF-600|Products Line:W22|Sealing Type:Not Applicable"
1315710,"Bearing Size:Bearing 322|Flange Size:FF-740|Products Line:W21/W22|Sealing Type:Not Applicable"
1315711,"Bearing Size:Bearing 201|Flange Size:FF-115|Products Line:W21/W22|Sealing Type:Oil Seal"
1315712,"Bearing Size:Bearing 201|Flange Size:FF-115|Products Line:W21/W22|Sealing Type:Oil Seal"
1315714,"Bearing Size:Bearing 203|Flange Size:FF-130|Products Line:W21/W22|Sealing Type:Oil Seal"
1315716,"Bearing Size:Bearing 204|Flange Size:FF-165|Products Line:W21/W22|Sealing Type:Oil Seal"
1315718,"Bearing Size:Bearing 205|Flange Size:FF-165|Products Line:W21/W22|Sealing Type:V'Ring"
1315719,"Bearing Size:Bearing 205|Flange Size:FF-165|Products Line:W21/W22|Sealing Type:Oil Seal"
1315732,"Application:Motor protector MPW|Application complement:18/40/80|Color:Blue|Number of contacts:2 NO|Reference:ACBS|Terminal type:Screw|Type:Side mount contact"
1315734,"Application:Motor protective circuit breaker MPW18/40|Color:Black|Number of poles:Standard BBS|Rated insulation voltage:690 V - 50/60 Hz"
1315735,"Application:Motor protective circuit breaker MPW18/40|Color:Black|Number of poles:Standard BBS|Rated insulation voltage:690 V - 50/60 Hz"
1315736,"Application:Motor protective circuit breaker MPW18/40|Color:Black|Number of poles:Standard BBS|Rated insulation voltage:690 V - 50/60 Hz"
1315737,"Application:Motor protective circuit breaker MPW18/40|Color:Black|Number of poles:Standard BBS|Rated insulation voltage:690 V - 50/60 Hz"
1315738,"Application:Motor protective circuit breaker MPW18/40|Color:Black|Number of poles:Standard BBS|Rated insulation voltage:690 V - 50/60 Hz"
1315739,"Application:Motor protective circuit breaker MPW18/40|Color:Black|Number of poles:Standard BBS|Rated insulation voltage:690 V - 50/60 Hz"
1315740,"Application:Motor protective circuit breaker MPW18/40|Color:Black|Number of poles:Standard BBS|Rated insulation voltage:690 V - 50/60 Hz"
1315741,"Application:Motor protective circuit breaker MPW18/40|Color:Black|Number of poles:Standard BBS|Rated insulation voltage:690 V - 50/60 Hz"
1315742,"AC max supply voltage:500|Application:Motor circuit breaker MPW|Application complement:25|Breaking capacity:100 kA|Reference:CLT25"
1315743,"Application:Not contain|Application complement:Not contain|Color:Not specified|Function:Busbar protection (BBS)|Material:Plastic|Pad printing function:Not specified|Sealing ring:Without seal ring"
1315744,"Application:MPW25/CWM9-25|Color:Gray|Maximum current:25|Rated insulation voltage:690 V - 50/60 Hz|Type:ECCMP"
1315745,"Application:MPW25/MPW40+CWM32|Color:Gray|Maximum current:32|Rated insulation voltage:690 V - 50/60 Hz|Type:ECCMP"
1315746,"Application:MPW25/CWC07-016|Color:Black|Maximum current:16|Rated insulation voltage:690 V - 50/60 Hz|Type:ECCMP"
1315747,"Application:MPW16/CWC016|Color:Black|Maximum current:16|Rated insulation voltage:690 V - 50/60 Hz|Type:ECCMP"
1315748,"Application:MPW25/CWC025|Color:Black|Maximum current:25|Rated insulation voltage:690 V - 50/60 Hz|Type:ECCMP"
1315750,"Color:Black|Maximum current:63|Rated insulation voltage:690 V - 50/60 Hz|Type:FTBBS"
1315752,"Application:Motor protector MPW25/25i/25t|Degree of protection:IP55|Handle color:Black|Reference:Model LPE55GN"
1315753,"Application:Motor protector MPW25/25i/25t|Degree of protection:IP55|Handle color:Red and yellow|Reference:Model LPE55GN"
1315754,"Color:Gray|Maximum current:63|Rated insulation voltage:690 V - 50/60 Hz|Type:LST25"
1315755,"Application:MPW65|Color:Gray|Maximum current:65|Rated insulation voltage:690 V - 50/60 Hz|Type:LST65"
1315756,"Adapter function:For mounting|Adapter material:Of plastic|Application:To motor protector and contactor|Type of starter of enclosure:Direct motor starter|Width adapter:45 mm"
1315757,"Adapter function:For mounting|Adapter material:Of plastic|Application:To motor protector and contactor|Type of starter of enclosure:Reversing motor starter|Width adapter:90 mm"
1315758,"Adapter function:For mounting|Adapter material:Of plastic|Application:To motor protector and contactor|Type of starter of enclosure:Star-delta motor starter|Width adapter:90 mm"
1315761,"Color:Black|Degree of protection:NEMA TYPE 4X|Rotary handle reference:MRX|Shaft length:130 mm"
1315762,"Color:Red/yellow|Degree of protection:NEMA TYPE 4X|Rotary handle reference:MRX|Shaft length:130 mm"
1315765,"Color:Black|Degree of protection:NEMA TYPE 4X|Rotary handle reference:MRX|Shaft length:130 mm"
1315766,"Color:Red/yellow|Degree of protection:NEMA TYPE 4X|Rotary handle reference:MRX|Shaft length:130 mm"
1315767,"Color:Black|Degree of protection:NEMA TYPE 4X|Rotary handle reference:MRX|Shaft length:330 mm"
1315768,"Color:Red/yellow|Degree of protection:NEMA TYPE 4X|Rotary handle reference:MRX|Shaft length:330 mm"
1315769,"Color:Black|Degree of protection:NEMA TYPE 4X|Rotary handle reference:MRX|Shaft length:130 mm"
1315770,"Color:Red/yellow|Degree of protection:NEMA TYPE 4X|Rotary handle reference:MRX|Shaft length:130 mm"
1315771,"Color:Black|Degree of protection:NEMA TYPE 4X|Rotary handle reference:MRX|Shaft length:330 mm"
1315772,"Color:Red/yellow|Degree of protection:NEMA TYPE 4X|Rotary handle reference:MRX|Shaft length:330 mm"
1315773,"Application:Motor protector MPW25/25i/25t|Degree of protection:IP55|Handle color:Black|Reference:Model PE55GN"
1315774,"Application:Motor protector MPW25/25i/25t|Degree of protection:IP55|Handle color:Red and yellow|Reference:Model PE55GN"
1315775,"Application:Motor protector MPW16/16i|Degree of protection:IP66|Handle color:Without handle|Reference:Model PE66GN"
1315776,"Application:MPW16-MPW25-MPW65|Application complement:Not contain|Finishing/color:Process standard|Function:Fix with screw|Material:Steel|Model:PLMP"
1315777,"Color:Black|Degree of protection:IP02|Rotary handle reference:RMMP|Shaft length:130 mm"
1315779,"Color:Black|Degree of protection:IP02|Rotary handle reference:RMMP|Shaft length:330 mm"
1315781,"Color:Black|Degree of protection:IP02|Rotary handle reference:RMMP|Shaft length:130 mm"
1315785,"Application:Not contain|Application complement:Not contain|Color:Not specified|Function:Current range protection|Material:Plastic|Pad printing function:Not specified|Sealing ring:Without seal ring"
1315792,"Application:Motor protector MPW|Application complement:12/18/40/80|Color:Blue|Number of contacts:2 NO+2 NC (TSB)|Reference:TSB|Terminal type:Screw|Type:Trip signaling"
1315795,"Application:Motor protector|Coil reference:URMP|Coil supply voltage:110V 50Hz/120V 60Hz|Color:Gray|Product reference:MPW100|Type:Undervoltage"
1315813,"Material:FIBERGLASS|Products Line:General"
1315822,"Fan Material:Polypropylene Homopolymer|Polarity:4 Pole"
1315823,"Fan Material:Aluminum|Polarity:4 Pole"
1315837,"Bearing Size:Bearing 314|Flange Size:FC-279|Products Line:ODP|Sealing Type:Not Applicable"
1315838,"Bearing Size:Bearing 316|Flange Size:FC-279|Products Line:ODP|Sealing Type:Not Applicable"
1315839,"Bearing Size:Bearing 314|Flange Size:FC-355|Products Line:ODP|Sealing Type:Not Applicable"
1315840,"Bearing Size:Bearing 319|Flange Size:FC-355|Products Line:ODP|Sealing Type:Not Applicable"
1315841,"Bearing Size:Bearing 203|Flange Size:FC-149|Products Line:WCA1|Sealing Type:Not Applicable"
1315843,"Bearing Size:Bearing 204|Flange Size:FC-149|Products Line:ODP|Sealing Type:Not Applicable"
1315844,"Bearing Size:Bearing 314|Flange Size:FC-279|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315845,"Bearing Size:Bearing 314|Flange Size:FC-279|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315846,"Bearing Size:Bearing 316|Flange Size:FC-355|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315847,"Bearing Size:Bearing 314|Flange Size:FC-355|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315848,"Bearing Size:Bearing 319|Flange Size:FC-355|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315852,"Bearing Size:Bearing 314|Flange Size:D-406|Products Line:ODP|Sealing Type:Not Applicable"
1315854,"Bearing Size:Bearing 316|Flange Size:D-508|Products Line:ODP|Sealing Type:Not Applicable"
1315855,"Bearing Size:Bearing 314|Flange Size:D-508|Products Line:ODP|Sealing Type:Not Applicable"
1315856,"Bearing Size:Bearing 319|Flange Size:D-508|Products Line:ODP|Sealing Type:Not Applicable"
1315857,"Bearing Size:Bearing 314|Flange Size:D-406|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315858,"Bearing Size:Bearing 314|Flange Size:D-508|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315859,"Bearing Size:Bearing 219|Flange Size:D-508|Products Line:Explosion-proof|Sealing Type:Not Applicable"
1315884,"Cup size:45X94mm|Rated capacitance:30 ï¿½F|Rated operational voltage Ue:440V50/60Hz"
1315886,"Cup size:40X94mm|Rated capacitance:45 ï¿½F|Rated operational voltage Ue:250V50/60HZ"
1315887,"Cup size:30X55mm|Rated capacitance:5 ï¿½F|Rated operational voltage Ue:400V50/60HZ"
1315910,"Application:Lamps of the buttons|Material:EPDM Rubber|Reference:ACEF|Type:Extraction"
1315913,"Application:Diffused pilot light CSW|Color:White/Colorless|Material:polycarbonate|Reference:ALSD"
1315914,"Application:Diffused pilot light CSW|Color:Red|Material:polycarbonate|Reference:ALSD"
1315915,"Application:Diffused pilot light CSW|Color:Green|Material:polycarbonate|Reference:ALSD"
1315916,"Application:Diffused pilot light CSW|Color:Yellow|Material:polycarbonate|Reference:ALSD"
1315917,"Application:Diffused pilot light CSW|Color:Blue|Material:polycarbonate|Reference:ALSD"
1315918,"Application:Double pushbutton (BD)|Application complement:Not contain|Color:Not specified|Function:Protection (AP)|Material:Silicone|Pad printing function:General|Sealing ring:Without seal ring"
1315919,"Application:Flush pushbutton (BF)|Application complement:Not contain|Color:Not specified|Function:Protection (AP)|Material:Silicone|Pad printing function:General|Sealing ring:Without seal ring"
1315921,"Application:Emergency pushbutton (EG)|Application complement:Not contain|Color:Not specified|Function:Protection (AP)|Material:Plastic|Pad printing function:Not specified|Sealing ring:With seal ring"
1315923,"Application:Pushbutton and pilot light CSW-AR30|Type:Reduction"
1315924,"Application:Pushbuttons and Pilot Lights|Complement:Not specified|Finishing/Color:Standard of process|Material:Plastic|Type:ATR hole"
1315925,"Color:Gray|Diameter:30 mm|Model:ATR30|Product line:CSW30|Type:Hole plug"
1315926,"Application:Pushbutton and pilot light CSW|CONTACTS CONTROLS:1NC|Dissipation power (W):0.09|Rated insulation voltage:Up to 1000 V|Reference:BC"
1315929,"Color:Black|Diameter:1 3/8""|Model:CPAW30|Product line:CSW30|Type:Clamp ring wrench"
1315930,"Application:Pushbuttons & Pilot Lights CSW|Degree of protection:NEMA 4/4X/12|Diameter of holes:22|Material:Fiberglass reinforce polyester|Model:CSW-1PBE|Number of holes:1"
1315931,"Application:Pushbuttons & Pilot Lights CSW|Degree of protection:NEMA 4/4X/12|Diameter of holes:22|Material:Fiberglass reinforce polyester|Model:CSW-2PBE|Number of holes:2"
1315932,"Application:Pushbuttons & Pilot Lights CSW|Degree of protection:NEMA 4/4X/12|Diameter of holes:30|Material:Fiberglass reinforce polyester|Model:CSW30-1PBE|Number of holes:1"
1315933,"Application:Pushbuttons & Pilot Lights CSW|Degree of protection:NEMA 4/4X/12|Diameter of holes:30|Material:Fiberglass reinforce polyester|Model:CSW30-2PBE|Number of holes:2"
1315934,"Application:Pushbuttons & Pilot Lights CSW|Degree of protection:NEMA 4/4X/12|Diameter of holes:30|Material:Fiberglass reinforce polyester|Model:CSW30-3PBE|Number of holes:3"
1315935,"Color:Black|Diameter:30 mm|Model:CSW30-TTW|Product line:CSW30|Type:Thrust and trim washer"
1315936,"Application duty:Normal duty|Certification:CE|Color:Black|Degree of protection:IP65|Product:Wobble stick|Type:Not applicable|Voltage class:600"
1315937,"Application:Pushbuttons & amp; pilot lights CSW|COLOR:With incandescent lamp|Dissipation power (W):1.3|LAMP VOLTAGE:130V50/60Hz|SUPPLY VOLTAGE:220-240V50/60Hz|TYPE:With resistor+diodo - CSW"
1315944,"A1-A2 Terminals voltage:100-240V 50/60Hz-DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RNW-EN|Supply voltage:100-240V50/60Hz-DC|Timing:No applicable|Type:Level"
1315945,"A1-A2 Terminals voltage:100-240V 50/60Hz-DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RNW-ES|Supply voltage:100-240V50/60Hz-DC|Timing:No applicable|Type:Level"
1315946,"A1-A2 Terminals voltage:Not applicable|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RPW-FF|Supply voltage:220-240V50/60Hz|Timing:No applicable|Type:Protector"
1315947,"A1-A2 Terminals voltage:Not applicable|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RPW-FF|Supply voltage:440-480V50/60HZ|Timing:No applicable|Type:Protector"
1315948,"A1-A2 Terminals voltage:Not applicable|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RPW-FSF|Supply voltage:220-240V50/60Hz|Timing:No applicable|Type:Protector"
1315949,"A1-A2 Terminals voltage:Not applicable|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RPW-FSF|Supply voltage:440-480V50/60HZ|Timing:No applicable|Type:Protector"
1315950,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RPW-PTC|Supply voltage:24-240V50/60Hz-DC|Timing:No applicable|Type:Protector"
1315951,"A1-A2 Terminals voltage:Not applicable|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RPW-SF|Supply voltage:220-240V50/60Hz|Timing:No applicable|Type:Protector"
1315952,"A1-A2 Terminals voltage:Not applicable|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RPW-SF|Supply voltage:380-415V50/60HZ|Timing:No applicable|Type:Protector"
1315953,"Complement:Not applicable|Contacts:No applicable|Reference:RPW-SF|Supply voltage:440-480V50/60HZ|Timing:No applicable|Type:Protector"
1315954,"A1-A2 Terminals voltage:Not applicable|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RPW-SS|Supply voltage:240V50/60HZ|Timing:No applicable|Type:Protector"
1315955,"A1-A2 Terminals voltage:Not applicable|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:No applicable|Reference:RPW-SS|Supply voltage:480V50/60HZ|Timing:No applicable|Type:Protector"
1315956,"A1-A2 Terminals voltage:220V 50/60Hz|A2-A3 Terminals voltage:Not applicable|Contacts:No applicable|Reference:RPW-SSM|Supply voltage:220V50/60Hz|Timing:No applicable|Type:Protector"
1315957,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Assymmetric flasher start on|Reference:RTW-CI|Supply voltage:24-240V50/60Hz-DC|Timing:0,3-3 S|Type:Timer"
1315958,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Assymmetric flasher start on|Reference:RTW-CI|Supply voltage:24-240V50/60Hz-DC|Timing:1-10s|Type:Timer"
1315959,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Assymmetric flasher start on|Reference:RTW-CI|Supply voltage:24-240V50/60Hz-DC|Timing:3-30min|Type:Timer"
1315960,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Assymmetric flasher start on|Reference:RTW-CI|Supply voltage:24-240V50/60Hz-DC|Timing:3-30s|Type:Timer"
1315961,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Assymmetric flasher start on|Reference:RTW-CI|Supply voltage:24-240V50/60Hz-DC|Timing:10-100s|Type:Timer"
1315962,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Assymmetric flasher start on|Reference:RTW-CI|Supply voltage:24-240V50/60Hz-DC|Timing:30-300s|Type:Timer"
1315963,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Contacts:2NAF|Function:Symmetric flasher - start off|Reference:RTW-CID|Supply voltage:24-240V50/60Hz-DC|Timing:0,2s-150h|Type:Timer"
1315964,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Contacts:2NAF|Function:Symmetric flasher - start on|Reference:RTW-CIL|Supply voltage:24-240V50/60Hz-DC|Timing:0,2s-150h|Type:Timer"
1315965,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Contacts:2NAF|Function:Wye-delta|Reference:RTW-ET|Supply voltage:24-240V50/60Hz-DC|Timing:0,1s-10min|Type:Timer"
1315966,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Contacts:2NAF|Function:Impulse on|Reference:RTW-PE|Supply voltage:24-240V50/60Hz-DC|Timing:0,2s-150h|Type:Timer"
1315967,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Contacts:2NAF|Function:Off-delay|Reference:RTW-RD|Supply voltage:24-240V50/60Hz-DC|Timing:0,2s-150h|Type:Timer"
1315968,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Off-delay without control voltage|Reference:RTW-RDI|Supply voltage:24-240V50/60Hz-DC|Timing:0,3-3 S|Type:Timer"
1315969,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Off-delay without control voltage|Reference:RTW-RDI|Supply voltage:24-240V50/60Hz-DC|Timing:1-10min|Type:Timer"
1315970,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Off-delay without control voltage|Reference:RTW-RDI|Supply voltage:24-240V50/60Hz-DC|Timing:1-10s|Type:Timer"
1315971,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Off-delay without control voltage|Reference:RTW-RDI|Supply voltage:24-240V50/60Hz-DC|Timing:3-30s|Type:Timer"
1315972,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Off-delay without control voltage|Reference:RTW-RDI|Supply voltage:24-240V50/60Hz-DC|Timing:10-100s|Type:Timer"
1315973,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Complement:Not applicable|Contacts:2NAF|Function:Off-delay without control voltage|Reference:RTW-RDI|Supply voltage:24-240V50/60Hz-DC|Timing:30-300s|Type:Timer"
1315974,"A1-A2 Terminals voltage:24-240V 50/60Hz/DC|A2-A3 Terminals voltage:Not applicable|Contacts:2NAF|Function:On-delay|Reference:RTW-RE|Supply voltage:24-240V50/60Hz-DC|Timing:0,2s-150h|Type:Timer"
1316046,"Cable application:HMI|Cable length:1 m|Cable type:Communication|Certification:EAC|Connector type:DB9 - RJ11|Rated voltage:Voltage up to 30 V"
1316056,"Application:Variable speed drive|Applied product:CFW11 CFW11M|Certification:EAC|Complement:CAN/RS485-01|DESCRIPTION:Communication module|Language:Portuguese/English/Spanish"
1316057,"Application:Variable speed drive|Applied product:CFW11 CFW11M CFW700|Complement:CAN-01|DESCRIPTION:Communication module|Language:Portuguese/English/Spanish"
1316059,"Power:0.22ï¿½kW|Rated Resistance:100.0ï¿½ohm|Resistor Element:Stainless steel"
1316067,"Power:0.75ï¿½kW|Rated Resistance:10.0ï¿½ohm|Resistor Element:Stainless steel"
1316069,"Power:0.3ï¿½kW|Rated Resistance:120.0ï¿½ohm|Resistor Element:Stainless steel"
1316074,"Power:0.56ï¿½kW|Rated Resistance:15.0ï¿½ohm|Resistor Element:Stainless steel"
1316075,"Power:1.49ï¿½kW|Rated Resistance:18.0ï¿½ohm|Resistor Element:Stainless steel"
1316084,"Power:1.12ï¿½kW|Rated Resistance:22.0ï¿½ohm|Resistor Element:Stainless steel"
1316087,"Power:0.37ï¿½kW|Rated Resistance:22.0ï¿½ohm|Resistor Element:Stainless steel"
1316093,"Power:0.3ï¿½kW|Rated Resistance:27.0ï¿½ohm|Resistor Element:Stainless steel"
1316106,"Power:0.75ï¿½kW|Rated Resistance:33.0ï¿½ohm|Resistor Element:Stainless steel"
1316107,"Power:0.22ï¿½kW|Rated Resistance:39.0ï¿½ohm|Resistor Element:Stainless steel"
1316119,"Power:0.75ï¿½kW|Rated Resistance:47.0ï¿½ohm|Resistor Element:Stainless steel"
1316228,"Application:Variable speed drive|Applied product:CFW11 CFW11M|Certification:EAC|Complement:DEVICENET-05|DESCRIPTION:Communication module|Language:Portuguese/English/Spanish"
1316242,"Application:Variable speed drive|Applied product:CFW11 CFW11M|Certification:EAC|Complement:ENC-01|DESCRIPTION:Function expansion module|Language:Portuguese/English/Spanish"
1316243,"Application:Variable speed drive|Applied product:CFW11 CFW11M|Certification:EAC|Complement:ENC-02|DESCRIPTION:Function expansion module|Language:Portuguese/English/Spanish"
1316244,"Application:Variable speed drive|Applied product:CFW11 CFW11M|Certification:EAC|Complement:ETHERNETIP-05|DESCRIPTION:Communication module|Language:Portuguese/English/Spanish"
1316246,"Application:Variable speed drive|Applied product:CFW11 CFW11M CFW500|Complement:HMI-01|DESCRIPTION:HMI|Language:Portuguese/English/Spanish"
1316247,"Application:Variable speed drive|Applied product:CFW700|Certification:EAC|Complement:HMI-02|DESCRIPTION:HMI|Language:Portuguese/English/Spanish"
1316248,"Application:Variable speed drive|Certification:Without|Complement:HMI-CFW08-RS|DESCRIPTION:HMI|Language:Portuguese/English/Spanish"
1316251,"Application:Variable speed drive|Applied product:CFW11 CFW700 CFW701|Description:Blank cover|Language:Without|Model/Complement:HMID-01|Type:Piece"
1316252,"Application:Variable speed drive|Applied product:CFW11 CFW11M CFW700 CFW701|Complement:CAB-RS-10M|DESCRIPTION:HMI communication cable|Language:Without"
1316253,"Application:Variable speed drive|Applied product:CFW11 CFW11M CFW700 CFW701|Complement:CAB-RS-1M|DESCRIPTION:HMI communication cable|Language:Without"
1316254,"Application:Variable speed drive|Applied product:CFW11 CFW11M CFW700 CFW701|Complement:CAB-RS-2M|DESCRIPTION:HMI communication cable|Language:Without"
1316255,"Application:Variable speed drive|Applied product:CFW11 CFW11M CFW700 CFW701|Complement:CAB-RS-3M|DESCRIPTION:HMI communication cable|Language:Without"
1316256,"Application:Variable speed drive|Applied product:CFW11 CFW11M CFW700 CFW701|Complement:CAB-RS-5M|DESCRIPTION:HMI communication cable|Language:Without"
1316257,"Application:Variable speed drive|Applied product:CFW11 CFW11M CFW700 CFW701|Complement:CAB-RS-7,5M|DESCRIPTION:HMI communication cable|Language:Without"
1316259,"Application:Variable speed drive|Applied product:CFW11 CFW11M|Certification:EAC|Complement:IOA-01|DESCRIPTION:Function expansion module|Language:Portuguese/English/Spanish"
