file-name,catalog-number,main-image,additional-description
ezcoil-insert-31815.xhtml,31815,https://www.ezlok.com/assets/products/coil-insert_21815_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - 1-1/8-12 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-31915.xhtml,31915,https://www.ezlok.com/assets/products/coil-insert_21815_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - 1-1/4-12 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-32015.xhtml,32015,https://www.ezlok.com/assets/products/coil-insert_21815_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - 1-3/8-12 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-32115.xhtml,32115,https://www.ezlok.com/assets/products/coil-insert_21815_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - 1-1/2-12 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-32210.xhtml,32210,https://www.ezlok.com/assets/products/coil-insert_21710_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - 1-12 x 1D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-32215.xhtml,32215,https://www.ezlok.com/assets/products/coil-insert_21715_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - 1-12 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-32220.xhtml,32220,https://www.ezlok.com/assets/products/coil-insert_20220_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - 1-12 x 2 D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40010.xhtml,40010,https://www.ezlok.com/assets/products/coil-insert_20210_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M2-0.4x1D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40015.xhtml,40015,https://www.ezlok.com/assets/products/coil-insert_20215_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M2-0.4 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40020.xhtml,40020,https://www.ezlok.com/assets/products/coil-insert_20220_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M2x0.4 x 2D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40110.xhtml,40110,https://www.ezlok.com/assets/products/coil-insert_20210_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M2.5-0.45 x 1D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40115.xhtml,40115,https://www.ezlok.com/assets/products/coil-insert_20215_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M2.5-0.45 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40120.xhtml,40120,https://www.ezlok.com/assets/products/coil-insert_20220_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M2.5-0.45 x 2D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40210.xhtml,40210,https://www.ezlok.com/assets/products/coil-insert_20210_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M3-0.5 x 1D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40215.xhtml,40215,https://www.ezlok.com/assets/products/coil-insert_20215_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M3-0.5 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40220.xhtml,40220,https://www.ezlok.com/assets/products/coil-insert_20220_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M3-0.5 x 2D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40310.xhtml,40310,https://www.ezlok.com/assets/products/coil-insert_20210_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M3.5-0.6 x 1D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40315.xhtml,40315,https://www.ezlok.com/assets/products/coil-insert_20215_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M3.5-0.6 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40320.xhtml,40320,https://www.ezlok.com/assets/products/coil-insert_20520_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M3.5-0.6 x 2D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40410.xhtml,40410,https://www.ezlok.com/assets/products/coil-insert_20510_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M4-0.7 x 1D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40415.xhtml,40415,https://www.ezlok.com/assets/products/coil-insert_20515_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M4-0.7 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40420.xhtml,40420,https://www.ezlok.com/assets/products/coil-insert_20520_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M4-0.7 x 2D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40510.xhtml,40510,https://www.ezlok.com/assets/products/coil-insert_20510_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M5-0.8 x 1D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40515.xhtml,40515,https://www.ezlok.com/assets/products/coil-insert_20515_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M5-0.8 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40520.xhtml,40520,https://www.ezlok.com/assets/products/coil-insert_20520_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M5-0.8 x 2D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40610.xhtml,40610,https://www.ezlok.com/assets/products/coil-insert_20810_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M6-1.0 x 1D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40615.xhtml,40615,https://www.ezlok.com/assets/products/coil-insert_20815_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M6-1.0 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40620.xhtml,40620,https://www.ezlok.com/assets/products/coil-insert_20820_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M6-1.0 x 2D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40710.xhtml,40710,https://www.ezlok.com/assets/products/coil-insert_20810_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M7-1.0 x 1D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
ezcoil-insert-40715.xhtml,40715,https://www.ezlok.com/assets/products/coil-insert_20815_Main-1.jpg,"<h5>E-Z Coil Threaded Insert for Metal - M7-1.0 x 1.5D</h5><p>E-Z Coil inserts also known as wire or helical threaded inserts quickly repair or reinforce tapped holes in soft metals. Made from 18-8 stainless steel wire, E-Z Coil inserts provide strong internal threads that are corrosion resistant and withstand temperatures to 800°F.</p><p>E-Z Coil inserts are made of 18-8 stainless steel wire. The wire is formed into a diamond pattern and then wound into a spring. Before being installed, the insert diameter is larger than the tapped hole. The insert diameter is reduced during installation, allowing the insert to thread into the hole. Once properly installed, the radial pressure of the released insert holds the insert firmly in place.</p><h5>Features</h5><ul><li>Quickly repair damaged threads in soft metal</li><li>Protect tapped holes from stripping and wear</li><li>Made from corrosion resistant 18-8 stainless steel</li></ul><h5>Applications:</h5><ul><li>Soft metals: aluminum, cast iron, magnesium, etc.</li></ul>"
